Start Time,End Time,EN,HI,Highlight,Comments,Speaker
"00:14:42,973","00:14:43,646",so what is all this,तो ये सब क्या है,,,kashi baba
"00:14:45,097","00:14:51,750","We found such and such people, but I found three saints, who were a little good, and even those were not complete.","ऐसे-ऐसे लोग हमको मिले, लेकिन तीन संत मुझे मिले जो थोड़े, वो भी पूरे नहीं थोड़े",,,kashi baba
"00:14:53,477","00:14:58,517","Means the one with half paisa, the same form of 12 year old that was mentioned in the beginning.","मतलब एक आध पैसे वाले, जो शुरू में बताया था 12 साल वाला बस वही रूप",,,kashi baba
"00:14:59,021","00:15:09,211","Look, in front of us was an indifferent Indradev, he was doing penance for 12 years at the doorstep of Vishwanath temple in Uttarkashi.","हम तो देखो हमारे सामने एक इंद्रदेव उदासीन था, उत्तरकाशी में विश्वनाथ मंदिर की चौखट पर वो तपस्या कर रहा था 12 साल से",,,kashi baba
"00:15:10,005","00:15:20,250","From 12 years, only one day was left, just 12 hours and in 12 hours his 12 years of penance was broken","12 साल से, सिर्फ एक दिन बाकी था, सिर्फ 12 घंटे और 12 घंटे में उसकी 12 साल की तपस्या भंग हो गई",,,kashi baba
"00:15:22,150","00:15:24,763",He was fascinated by a girl,एक लड़की को देखकर मोहित हो गया था वो,,,kashi baba
"00:15:26,501","00:15:33,281","Maya got into his head, she was a girl from Germany, he got fascinated, he married her.","माया सर पर आ गई उसके, वो जर्मनी की लड़की थी, मोहित हो गया, उससे शादी कर ली",,,kashi baba
"00:15:35,481","00:15:42,939","After a week she returned from Germany after selling her entire property,","एक हफ्ते के बाद वो जर्मनी से अपनी पूरी प्रॉपर्टी बेच कर वापस आई,",,,kashi baba
"00:15:42,992","00:15:48,259","And the moment he saw that Maya had taken over his head, he killed her, tied her in a bundle and threw her in the Ganga.","और जिस समय देखा की उसके सर पे माया का वास आ गया, उसको मारकर एक गठड़ी में बांधकर गंगा जी में फेंक दिया",,,kashi baba
"00:15:49,953","00:15:51,193",so there are such saints,तो ऐसे ऐसे संत हैं,,,kashi baba
"00:15:55,266","00:16:05,652","We came face to face with him, where the sages live, where ever the place is set, there is smoke and the smoke should keep burning for 24 hours.","हमसे सामना हो गया उसका, जहाँ साधू रहते हैं, जहाँ स्थान लगा दिया वहां धूना होता है और धूना 24 घंटे जलता रहना चाहिए",,,kashi baba
"00:16:07,573","00:16:11,526",If one belongs to Naga sect then the incense stick should be kept burning for 24 hours.,अगर नागा सम्प्रदाय में हो तो 24 घंटे धूना जलता रहना चाहिए,,,kashi baba
"00:16:12,099","00:16:17,152","We saw that the smoke was cold, we said Maharaj, tell us one thing.","हमने देखा धूना जो है ठंडा है, हमने कहा महाराज एक चीज़ बताइए हमको",,,kashi baba
"00:16:18,653","00:16:27,805","Your age is around 50-62. He said yes, I said how long have you been a saint?  They said it's been 42 years for me","आपकी उम्र करीब 50 62 है कहने लगे हाँ, मैंने कहा आप संत कितने दिन से हैं ? कहने लगे मुझे हो गए 42 साल",,,kashi baba
"00:16:28,359","00:16:35,346","And  have done penance for 12 years, I said ok you have done penance for 12 years but for how many days has this ashram been your hut?","और 12 साल तपस्या की है, मैंने कहा ठीक है 12 साल से तपस्या की है लेकिन ये आश्रम कितने दिन से आपकी कुटिया है",,,kashi baba
"00:16:36,413","00:16:42,479","He said that the hut has been there for 22 years, I said why is it so cold?","कहने लगे कुटिया को हो गए 22 साल, मैंने कहा ये धूना ठंडा क्यूँ है ?",,,kashi baba
"00:16:45,710","00:16:52,910","Then he started looking up and down, must have thought that he has asked something very high.","फिर वो लगा ऊपर से नीचे देखने, सोचा होगा कि इसने तो बहुत ऊपर की चीज़ पूछ ली",,,kashi baba
"00:16:53,691","00:17:02,124","I said, Maharaj, from where you became a saint, I said, I am the guru of that Akhara, I am from Khadakhara Akhara.","मैंने कहा महाराज, जहाँ से तुम साधू बने हो न, मैंने कहा मैं उस अखाड़े का गुरु हूँ, मैं खडाखड़ा अखाड़े का हूँ",,,kashi baba
"00:17:02,550","00:17:04,284",Find where is Khadakhada Akhara,खोजो खड़ाखड़ा अखाड़ा कहाँ है,,,kashi baba
"00:17:06,217","00:17:08,817",search search worldwide,खोजो पूरे विश्व में खोज डालो,,,kashi baba
"00:17:11,151","00:17:12,258",nothing will be found,कुछ नहीं मिलेगा,,,kashi baba
"00:17:18,831","00:17:23,551","And later when he got worried, he started asking, Maharaj, where is this Kharakha Akhara?",और बाद में जब वो परेशान हो गया तो पूछने लगा महाराज ये खड़ाखड़ा अखाड़ा कहाँ है ?,,,kashi baba
"00:17:24,385","00:17:34,242","We said, this is a cremation ground, this is a crematorium, Harishchandra was sitting in the ghat and said, look, this is a ghat, it runs 24 hours, this is a crematorium, you are blind.","हमने कहा ये खड़ाखड़ा अखाड़ा है ये शमशान, हरिश्चंद्र घाट में बैठे थे कि देखो ये घाट है, ये चौबीस घंटे चलता है, ये खड़ाखड़ा अखाड़ा है, अंधे हो तुम",,,kashi baba
"00:17:36,382","00:17:39,662","You have not opened the eyes here, you have just kept this one open.","तुमने यहाँ की आँख नहीं खोली हैं, बस ये वाली खोल रखी हैं",,,kashi baba
"00:17:41,606","00:17:43,413",from which only illusion is visible,जिससे सिर्फ माया दिखाई देती है,,,kashi baba
"00:17:45,819","00:17:47,559",only illusion is visible,सिर्फ illusion दिखाई देता है,,,kashi baba
"00:17:49,338","00:17:53,811","The truth is not visible, and it is a permanent arena that runs 24 hours a day.","सत्य नहीं दिखाई देता है, और ये खड़ाखड़ा अखाड़ा है जो चौबीस घंटे चलता है",,,kashi baba
"00:17:55,931","00:17:57,358",I belong to that arena,मैं उस अखाड़े का हूँ,,,kashi baba
"00:17:58,855","00:18:06,021","He started looking at me from top to bottom, I said go have fun, go, ask, eat and have fun but don't fool me.","ऊपर से नीचे मुझे देखने लगा, मैंने कहा जाओ मस्त रहो, जाओ, मांगो, खाओ मज़े करो लेकिन मुझे बेवक़ूफ़ मत बनाना",,,kashi baba
"00:18:09,009","00:18:14,875","Interviewer: Baba, there are some sadhus who worship dead bodies. What is the difference between them and sadhus?",interviewer: बाबा कुछ ऐसे साधू भी होते हैं जो मुर्दे की पूजा करते हैं उनमे और साधू में क्या फर्क है ?,,,kashi baba
"00:18:15,006","00:18:21,399","baba: Now they are Aghori, those who are Aghori are Kapalik.","baba: अब वो तो अघोरी होते हैं, अघोरी जो होते हैं वो कापालिक होते हैं",,,kashi baba
"00:18:22,272","00:18:28,105",Those who are Kapalikas worship the dead and awaken them.,"जो कापालिक होते हैं वो मुर्दों की पूजा करते हैं, उसे जगाते हैं",,,kashi baba
"00:18:28,451","00:18:28,871",interviewer: why,interviewer: क्यों,,,kashi baba
"00:18:29,757","00:18:34,944","baba: For some Tantra Vidya, which is called magic power, black magic.","baba: कुछ तंत्र विद्या के लिए, जिसको बोलते हैं मैजिक पॉवर, ब्लैक मैजिक",,,kashi baba
"00:18:38,884","00:18:45,398","Like I embezzled something of yours and gave it to them, embezzled theirs and gave it to them, embezzled theirs and gave it to them, so what is all this black magic?","जैसे मैंने तुम्हारा कुछ घिसकर के उनको दे दिया, उनका घिसकर के उनको दे दिया, उनका घिसकर के उनको दे दिया, तो ये सब क्या है ब्लैक मैजिक है",,,kashi baba
"00:18:47,146","00:18:50,620","exorcising, soaking, burdening, burdensome work","ओझा, सोखा, बोझा, बोझ लादने वाला काम",,,kashi baba
"00:18:51,766","00:18:57,527","So this used to be their job but not everyone does it, some are such wise that they follow the truth.","तो ये उनका काम होता था लेकिन सब नहीं करते हैं, कोई ऐसा होता है कापालिक कि वो सत्य पर चलता है",,,kashi baba
"00:18:58,614","00:19:05,374","But here it is mostly untrue, the truth is not visible, it just dominates.","लेकिन यहाँ तो ज्यादातर असत्य है, सत्य दिखाई नहीं देता है वो बस हावी होता है",,,kashi baba
"00:19:06,195","00:19:07,181",Interviewer: Is it all a pretense?,interviewer: सब ढोंग है ?,,,kashi baba
"00:19:09,488","00:19:11,375","baba: Yes, Keenaram was a person","baba: थे, कीनाराम थे",,,kashi baba
"00:19:13,628","00:19:15,828",His last generation was Yavdutram,उनकी आखिरी पीढ़ी थी यावदूतराम,,,kashi baba
"00:19:17,341","00:19:26,023",If Yavdutram had followed the rules then this yavdutram would have been the 21st generation of Keenaram.,अगर याव्दूतराम कायदे से चलते तो कीनाराम की २१वी पीढ़ी थी ये अव्दूतराम,,,kashi baba
"00:19:26,557","00:19:28,737","Interviewer: Can an Aghori hurt anyone?
baba: yes","interviewer: क्या अघोरी किसी को चोट भी पहुंचा सकता है ?
baba: हाँ",,,kashi baba
"00:19:31,053","00:19:35,506","Interviewer: What would be the motive of Aghori, what would be his aim to hurt someone?","interviewer: अघोरी का मोटिवे क्या होगा, उद्देश्य क्या होगा किसी को चोट पहुंचाने का ?",,,kashi baba
"00:19:35,580","00:19:43,139","baba: It is like that if someone has done such a deed to him then he can hurt him, that too through his Tantra Kriya.","baba: ऐसा है कि अगर किसी ने उनके साथ ऐसा कोई कर्म किया हो तो वो उसको चोट पहुंचा सकते हैं, वो भी अपनी तंत्र क्रिया से",,,kashi baba
"00:19:45,133","00:19:46,907",whatever he says will happen,जो वो बोल देंगे वो सब हो जाएगा,,,kashi baba
"00:19:49,366","00:19:50,820",Interviewer: They have so much power,interviewer: इतनी पावर होती है उनमें,,,kashi baba
"00:19:51,106","00:19:56,293","baba: But not everyone, maybe one in a million is like this.","baba: लेकिन सब में नहीं,लाखों में शायद एक आद कोई ऐसा हो",,,kashi baba
"00:19:57,547","00:19:58,707",Interviewer: How different are they from saints?,interviewer: साधुओं से कितने अलग होते हैं वो?,,,kashi baba
"00:20:00,033","00:20:05,580","These people live 10 miles apart from the saints, 10 miles","साधू से 10 परग अलग रहते हैं ये लोग, 10 परग",,,kashi baba
"00:20:08,231","00:20:15,968",Because Avaguni Tantra is the 44th part of Lord Shankar.,इसलिए कि अवगुणी तंत्र जो है ये भगवान् शंकर का एक 44वा भाग है,,,kashi baba
"00:20:18,175","00:20:20,668",Like Lord Shankar always stays in the crematorium,जैसे भगवान् शंकर हमेशा शमशान में रहते हैं,,,kashi baba
"00:20:23,668","00:20:28,762","The 44th part is Aghor Tantra, not everyone does that.","44वा भाग जो है ये अघोर तंत्र है, वो सब नहीं करते हैं",,,kashi baba
"00:20:31,624","00:20:36,764",There are 44 types of Aghoris also.,अघोरियों में भी 44 प्रकार के अघोरी होते हैं,,,kashi baba
"00:20:38,098","00:20:48,093","Some people perform the cremation rituals, some people perform the rituals while sitting in the graveyard, some people perform the rituals while sitting in water, all the rituals are of the crematorium only.","कोई मशान की क्रिया करता है, कोई कब्रिस्तान में बैठ कर क्रिया करता है, कोई जल में बैठकर क्रिया करता है, सारी क्रियाएं शमशान की ही है",,,kashi baba
"00:20:51,072","00:20:52,472",So these are the three ways,तो ये तीन रास्ते हैं,,,kashi baba
"00:20:55,159","00:21:00,089",The fourth one is where people are buried in the cemetery.,"चौथा वो जहाँ लोग कब्रिस्तान में गाढ़ते हैं, वहां है",,,kashi baba
"00:21:02,803","00:21:05,343",So all these are the same rituals of cremation but all are different.,तो ये सब शमशान की ही क्रियाएं हैं लेकिन सब अलग-अलग है,,,kashi baba
"00:21:06,266","00:21:09,933","Everyone's work is divided that you have to do this, you have to do this, you have to do this","सबका काम बंटा हुआ है कि तुमको ये करना है, तुमको ये करना है, तुमको ये करना है",,,kashi baba
"00:21:09,966","00:21:13,286",Interviewer: Whom do these Aghori worship?,interviewer: ये अघोरी किनकी पूजा करते हैं ?,,,kashi baba
"00:21:14,167","00:21:23,834","baba: Worship Mahakaal, worship Kali, worship Mahakali, that's it, nothing else, worship skeleton Kali.","baba: महाकाल की पूजा करते हैं, काली की पूजा करते हैं, महाकाली की पूजा करते हैं, बस वही है और कुछ नहीं, कंकाल काली की पूजा करते हैं",,,kashi baba
"00:21:26,746","00:21:39,670","Interviewer: Baba, now let's finish, you too must be tired, but I will just ask one question on Mother Ganga and a small message
that you want to send to the world.  What is the relevance of Mother Ganga here in Banaras and what is its belief in Hindu religion?","interviewer: बाबा अब ख़त्म करते हैं आप भी थक गए होंगे, लेकिन बस एक सवाल माँ गंगा पर करेंगे और एक छोटा सा जो आप दुनिया को मेसेज देना चाहते हैं|
यहाँ बनारस में क्या relevance है माँ गंगा की और हिन्दू धर्म में क्या मान्यता है ?",,,kashi baba
"00:21:40,007","00:21:46,314","baba: This is Uttarayani Ganga in Kashi, Uttarayani Ganga which is in Kashi is very important.","baba: ये उत्तरायनी गंगा है काशी में, उत्तरायनी गंगा जो है काशी में बहुत महत्व रखती है",,,kashi baba
"00:21:47,591","00:21:55,001","This is not everywhere, that's why people come to Kashi, to take bath in Uttarayani Ganga.","ये हर जगह नहीं है, तो इसीलिए लोग काशी में आते हैं, उत्तरायनी गंगा में स्नान करने के लिए",,,kashi baba
"00:21:55,168","00:22:04,422","And to have darshan of Lord Shankar, that is why people take bath in Kashi and have darshan of Vishwanath, Baba Mrityunjaynath is present here.","और भगवान् शंकर के दर्शन करने के लिए,तो इसीलिए लोग काशी में स्नान करते हैं और विश्वनाथ के दर्शन करते हैं, बाबा मृत्युंजयनाथ विराजमान हैं यहाँ पर",,,kashi baba
"00:22:05,759","00:22:15,572","And Kaal Bhairav ​​is the Kotwal of Kashi, the protector of Ganga and the protector of Vishwanath, so after having darshan of all, Kaal Bhairav ​​is seen.","और काल भैरव काशी के कोतवाल हैं, गंगा के रक्षक और विश्वनाथ के रक्षक, तो सबके दर्शन करने के बाद काल भैरव के दर्शन किए जाते हैं",,,kashi baba
"00:22:16,122","00:22:18,068",This is the importance of Kashi,ये काशी का महत्व है,,,kashi baba
"00:22:18,561","00:22:24,921","Interviewer: Baba, if we look with our naked eyes, we have polluted Mother Ganga a lot but still people come.",interviewer: अगर बाबा हम अपनी नंगी आँखों से देखो तो हमने माँ गंगा को काफी दूषित कर दिया है लेकिन फिर भी लोग आते हैं,,,kashi baba
"00:22:25,015","00:22:30,735",baba: All these people see it with the mind's eye,baba: ये सभी लोग इसे मन की आँख से देखते हैं,,,kashi baba
"00:22:32,150","00:22:36,704",We see with our mind's eye that Ganga is polluted.,ये हम लोग मन की आँखों से देखते हैं कि गंगा प्रदूषित है,,,kashi baba
"00:22:38,337","00:22:41,397",Who has the power to pollute the Ganga?,गंगा को गन्दा करने की किसके अंदर पॉवर है ?,,,kashi baba
"00:22:44,100","00:22:49,187",Who has the power?  Ganga is flowing,किसके अन्दर पॉवर है? गंगा चल रही है,,,kashi baba
"00:22:51,288","00:23:02,725","And the water that flows never gets polluted, even today keep Ganga water in one bottle and water from somewhere else in the other bottle.","और जो जल चलता है, वो कभी प्रदूषित नहीं होता है, आज भी गंगा का जल एक शीशी में रख लो और एक शीशी में कहीं और का जल",,,kashi baba
"00:23:03,312","00:23:09,965","Be it Yamuna, Mandakini, Godavari, or any other water, collect water from a tap and keep it.","यमुना हो, चाहे मंदाकिनी हो चाहे गोदावरी हो, चाहे कोई और जल रख लो, एक नल में से जल उठाकर के रख लो",,,kashi baba
"00:23:10,158","00:23:16,612",collect water from a well anywhere,एक कुँए में से कहीं से भी जल उठाकर रख लो,,,kashi baba
"00:23:18,440","00:23:22,967",You will find bacteria in it but bacteria are still not found in the water of Ganga.,उसमें आपको बैक्टीरिया मिल जाएगा लेकिन गंगा के जल में अभी भी बैक्टीरिया नहीं मिलता है,,,kashi baba
"00:23:24,636","00:23:31,506","Even now, bacteria are not found in the water of Ganga, but if you see it with your mind's eye, it is polluted.",अभी भी गंगा के जल में बैक्टीरिया नहीं मिलता है लेकिन ये है कि मन की आँखों से देखेंगे तो प्रदूषित है,,,kashi baba
"00:23:32,932","00:23:40,146","Look with the eyes here, open your third eye, then you will understand whether Ganga is there.","यहाँ की आँखों से देखो न, त्रिनेत्र खोलो, तब समझ में आएगा कि गंगा है क्या",,,kashi baba
"00:23:42,646","00:23:47,126",People are cleaning the filth of the world in the Ganga.,लोग दुनिया की गन्दगी तो गंगा में साफ़ कर रहे हैं,,,kashi baba
"00:23:50,725","00:23:56,819",The filth of the world is being cleaned in the Ganga and who is born to pollute the Ganga?,दुनिया की गंदगी तो गंगा में साफ़ हो  रही है और गंगा को गन्दा करने वाला कौन पैदा हो गया,,,kashi baba
"00:23:56,919","00:24:11,676","Interviewer: Baba, just one last question, if you want to give any message to people about how to live, or want to say something about Hindu religion because the whole world will listen to you, then you have to give any message about how to  Live by or do something?","interviewer:बाबा बस एक आखिरी सवाल कि आपके पास से अगर लोगों को कोई मेसेज देना चाहते हो कि किस तरीके से जिए, या हिन्दू धर्म के बारे में कुछ बोलना चाहते हो क्योंकि आपको पूरी दुनिया सुनेगी तो आपको कोई भी मेसेज देना हो कि किस तरीके से जिए या कुछ करें ?",,,kashi baba
"00:24:12,248","00:24:21,142","baba: Keep your karma pure, you will always be happy, live anywhere in the world and if it is pure","baba:अपना कर्म शुद्ध रखें,हमेशा मस्त रहेंगे , पूरे विश्व में कहीं भी रहेंगे और अगर ये शुद्ध है",,,kashi baba
"00:24:22,828","00:24:30,401","So there will development and only development everywhere, and if it is dirty you will not find clean anywhere","तो हर जगह विकास ही विकास है, और अगर ये गन्दा है तो आपको कहीं भी स्वच्छ नहीं मिलेगा",,,kashi baba
"00:24:32,036","00:24:33,276",it is my opinion,ये मेरा विचार है,,,kashi baba
"00:24:33,750","00:24:44,430","Live in Manikarnika Mahashamshan, Burning for Learning Cremation for Education, here people come to learn a life of education, because this is a spiritual place only one in the world","मणिकर्णिका महाशमशान में रहते हैं, बर्निंग फॉर फॉर लर्निंग क्रीमेशन फॉर एजुकेशन, here people come to learn a life of education, because this is a spiritual place only one in the world",,,kashi baba
"00:24:44,617","00:24:47,151","for the Hindu religion, to burn and to die here","for the Hindu religion, to burn and to die here",,,kashi baba
"00:24:50,557","00:25:01,107","So when people come here after death they forget all the attachment, all the illusion all the materials, they look for reality needs to get into spirituality of this place","So when people come here after death they forget all the attachment, all the illusion all the materials, they look for reality needs to get into spirituality of this place",,,kashi baba
"00:25:01,132","00:25:09,875","when people do meditation here, they know what does it mean by they will get it, what they want. Har Har Mahadev","when people do meditation here, they know what does it mean by they will get it, what they want. Har Har Mahadev",,,kashi baba
