Start Time,End Time,EN,HI,Highlight,Comments,Speaker
"00:16:50,377","00:16:57,464",Like our mantras are in Sanskrit as well as in Hindi.,"जैसे कि हमारे जो मन्त्र होते हैं, वो संस्कृत में भी होते हैं और हिंदी में भी होते हैं",,,sadhu 1
"00:16:59,397","00:17:00,131",So,तो,,,sadhu 1
"00:17:02,331","00:17:07,498",The saint keeps those mantras with him forever,साधू उन मन्त्रों को अपने साथ हमेशा के लिए रखता है,,,sadhu 1
"00:17:08,059","00:17:12,386",So whenever a bad time comes,तो जब भी कोई बुरा वक्त आता है,,,sadhu 1
"00:17:13,172","00:17:15,279",Someone comes to the saint having some trouble,साधू के पास कोई  संकट में आता है,,,sadhu 1
"00:17:16,442","00:17:19,856",Then the real saint will show him the right path and not the wrong one.,"तो असली साधू उसे अच्छा ही मार्ग दिखाएगा, न कि गलत",,,sadhu 1
"00:17:22,042","00:17:26,909","Neither is a saint attached to money, nor is he attached to anything.","न साधू को पैसे से मोह होता है, न ही उसे किसी वस्तु से मोह होता है",,,sadhu 1
"00:17:27,341","00:17:34,774",Saint only does his duty and he will show that person the path which is good and not the wrong one,साधू सिर्फ अपना कर्म करता है और वो उस व्यक्ति को भलाई का ही रास्ता दिखाएगा न कि बुराई का,,,sadhu 1
"00:17:35,979","00:17:44,348","So the man tells him that Baba Ji, a ghost or an evil sprit resides inside him.","तो मनुष्य जैसे उसे बताता है कि बाबा जी मेरे अन्दर भूत, पिशाच वास करते हैं",,,sadhu 1
"00:17:44,670","00:17:49,223",I have nightmares at night,मुझे रात को बुरे सपने आते हैं,,,sadhu 1
"00:17:50,461","00:17:54,854","So look, it's just a misconception",तो देखिए वो सिर्फ एक बहम है,,,sadhu 1
"00:17:57,437","00:18:03,683","For which no medicine has been found till date, nor will it ever be found in my opinion.","जिसकी न तो आज तक कोई दवाई मिली है, और न ही मिल पाएगी कभी मेरे हिसाब से",,,sadhu 1
"00:18:04,433","00:18:07,727",It's all human confusion,वो सब मनुष्य का confusion है,,,sadhu 1
"00:18:10,176","00:18:18,049","Man thinks that this will happen to me right now, that will happen to me right now, but in reality nothing happens.","मनुष्य सोचता है कि अभी मेरे साथ ये हो जाएगा, अभी मेरे साथ वो हो जाएगा, लेकिन हकीकत में होता कुछ नहीं है",,,sadhu 1
"00:18:18,954","00:18:26,408","That is just a thought of a person, negative thoughts, means negative feelings.","वो सिर्फ इंसान की एक सोच है, negative thought हैं, मतलब negative feeling हैं उसकी",,,sadhu 1
"00:18:26,531","00:18:34,051","Nothing like this happens in real life, but still we give him mantra.","रियल लाइफ में ऐसा कुछ होता नहीं है, लेकिन फिर भी हम उसको मन्त्र दे देते हैं",,,sadhu 1
"00:18:34,681","00:18:42,114","Sankat Mantra is given that you should chant this mantra, no dilemma will dominate you after this.","संकट मन्त्र देते हैं कि आप इस मन्त्र का जाप कीजिए, इससे आपके ऊपर कोई दुविधा हावी नहीं होगी",,,sadhu 1
"00:18:43,489","00:18:45,102",that is the real saint,वही असली साधू है,,,sadhu 1
"00:18:45,529","00:18:56,578","Sadhu is not the one who will tell him that you bring coconut from the market, you bring these sweets, you bring the box of ghee of this company.","साधू वो नहीं है जो उसको बोल देगा कि आप बाज़ार से नारियल ले आइए, आप ये मिठाई ले आइए, आप इस कंपनी का घी का डब्बा ले आइए",,,sadhu 1
"00:18:57,023","00:19:04,787","You can bring any material of this company, he is not a saint.","आप इस कंपनी की कुछ भी सामग्री है वो ले आइए, वो साधू नहीं है,",,,sadhu 1
"00:19:04,881","00:19:09,507",They work just to fill their stomachs,वो सिर्फ अपना पेट भरने के लिए कार्य करते हैं,,,sadhu 1
"00:19:09,720","00:19:15,820",If he is a real saint then he will not talk to you about money.,असली साधू होगा तो आपसे धन की तो बात ही नहीं करेगा,,,sadhu 1
"00:19:18,163","00:19:22,603",will not ask you to bring anything,न किसी चीज़ को आपको लाने के लिए बोलेगा,,,sadhu 1
"00:19:23,818","00:19:29,331",By remembering only God and praising God - Oh Supreme Father Supreme Soul,"सिर्फ और सिर्फ भगवान् को याद करके, भगवान् का गुणगान करके - हे परम पिता परमात्मा",,,sadhu 1
"00:19:30,261","00:19:38,101","Whatever mistake this child has committed knowingly or unknowingly, forgive him and let him go.","जो भी इस बच्चे से जाने अनजाने में भूल हुई है, उसके लिए इसे क्षमा कीजिए और इसको जाने दीजिये",,,sadhu 1
"00:19:38,468","00:19:41,661",they cure it with mantra,उसको मन्त्र द्वारा ठीक कर देते हैं,,,sadhu 1
"00:19:41,686","00:19:44,178",Interviewer:What is the place of Sadhu in Hindu religion?,interviewer:साधू का हिन्दू धर्म में क्या स्थान है ?,,,sadhu 1
"00:19:45,432","00:19:53,999","baba: See, Sadhu has a very important place in Hinduism.",baba: देखिए साधू का जो है बहुत ही महत्वपूर्ण स्थान है हिन्दू में,,,sadhu 1
"00:19:55,826","00:20:05,953","that is our present day Hindus, our brothers, mothers, sisters, our small children.","जो की आजकल के जो हमारे हिन्दू हैं, भाई हैं, माता है, बहने हैं, हमारे छोटे-छोटे बच्चे हैं",,,sadhu 1
"00:20:07,566","00:20:15,419","They are shy in adopting their Hindu religion, that is, they are hesitant.",वो अपने हिन्दू धर्म को अपनाने में शर्मा रहे हैं मतलब हिचकिचा रहे हैं,,,sadhu 1
"00:20:15,649","00:20:18,516",they are not coming forward properly,अच्छे से खुल के नहीं आ रहे हैं आगे,,,sadhu 1
"00:20:18,842","00:20:20,702",why are they not coming,वो क्यों नहीं आ रहे हैं,,,sadhu 1
"00:20:22,779","00:20:33,522",What is the meaning of today's generation that the world is only concerned with its own interests and not with the interests of others?,"आजकल की जनरेशन क्या है कि दुनिया को सिर्फ अपने मतलब से ही मतलब है, न कि किसी और के मतलब से मतलब है",,,sadhu 1
"00:20:34,894","00:20:44,208","They say that if one's work is done then other people can go to hell, that is why today's man is so behind and so busy.","वो कहते हैं न कि अपना काम बनता तो भाद में जाए जनता, तो आज का इंसान इसीलिए इतना पीछे और इतना बिजी है",,,sadhu 1
"00:20:46,331","00:20:46,891",do you agree,आप मानते हैं,,,sadhu 1
"00:20:49,224","00:20:55,044","If a person respects time, time will respect him, if it doesn't do it today, it will do it tomorrow.","जो इंसान समय की इज्ज़त करेगा तो समय उसकी इज्ज़त करेगा, आज नहीं करेगा तो कल करेगा",,,sadhu 1
"00:20:55,911","00:21:03,358","Look, we only have time, if we respect time then time will respect us.","देखिए एक समय ही है हमारे पास, अगर हम समय की रेस्पेक्ट कर रहे हैं तो समय हमारी रेस्पेक्ट करेगा",,,sadhu 1
"00:21:04,441","00:21:06,635",Have you ever heard that clapping is done with one hand?,आपने कभी सुना है कि एक हाथ से ताली बजती है ?,,,sadhu 1
"00:21:07,276","00:21:17,166","So if you see, unless our two hands and fingers touch, then where will the clapping come from, where will the sound come from?","तो जब तक देखिये ये हमारे दोनों हाथ और उन्लियाँ टच नहीं होंगे, तो ताली कहाँ से बजेगी, शोर कहाँ से होगा",,,sadhu 1
"00:21:18,668","00:21:25,394","So this is how humans are, like the lines on hands, man is moving away from man.","तो ऐसे ही इंसान है हाथों की लकीरों की तरह, आदमी से आदमी दूर हो रहा है",,,sadhu 1
"00:21:26,198","00:21:31,138",So that's why the position of Hindu is going backwards and more backward,तो इसीलिए हिन्दू का स्थान पीछे और पीछे जा रहा है,,,sadhu 1
"00:21:31,163","00:21:34,481","Interviewer: No no, what is the importance of Sadhu in Hindu religion?","interviewer: नहीं नहीं, साधू का क्या महत्व है हिन्दू धर्म में?",,,sadhu 1
"00:21:34,506","00:21:36,617",baba: What is the religion of a sadhu?,baba: साधू का क्या धर्म है?,,,sadhu 1
"00:21:37,795","00:21:44,169",Interviewer: What is the recognition of a Sadhu in Hindu religion?  What is the place of a sadhu in Hindu religion?,interviewer: हिन्दू धर्म में एक साधू के लिए क्या मान्यता है ? एक साधू का क्या स्थान है हिन्दू धर्म में ?,,,sadhu 1
"00:21:44,869","00:21:48,709",See as far as our Guruji has told us,देखिए जहाँ तक हमारे गुरूजी ने हमें बताया है,,,sadhu 1
"00:21:48,881","00:21:59,641","Look at the place of Sadhu, this whole tradition which has been going on since the time of our great saints and sages.","साधू का स्थान तो देखिए हमारे जो पुराने बड़े-बड़े संत-साधुओं के टाइम से ही चलता आ रहा है, ये जो सारी परंपरा है",,,sadhu 1
"00:22:01,697","00:22:12,486","Looking at the place, the Sadhu does not need any place, any spot, any property, he only needs a quiet environment, within a small space.","स्थान देखिए साधू को, कोई स्थान, कोई जगह, कोई प्रॉपर्टी की जरूरत नहीं है, उसे सिर्फ एक शांत वातावरण, एक छोटा सा स्पेस चाहिए होता है",,,sadhu 1
"00:22:12,840","00:22:22,850","You can take it in any form, you can take it on the banks of Mother Ganga or somewhere in the middle of the mountains, or there is some clean and neat place on the side, you can consider that place.","ये आप किसी भी रूप से लगा लीजिए, गंगा माँ के किनारे लगा लीजिये या कहीं पहाड़ों के बीच में लगा लीजिए, या कोई साफ़ सुथरा साइड में कोई जगह हो, वो स्थान मान लीजिए",,,sadhu 1
"00:22:23,352","00:22:34,465","He has no attachment to that thing, no greed with that, which means that if I am doing penance at this place then we should take over this place, or we will grab it from the public by chanting mantras, there is nothing like that.","उसे उस चीज़ से कोई मोह नहीं है, कोई लोभ नहीं है, मतलब की जैसे मैं इस जगह तप कर रहा हूँ तो हम ये जगह कब्ज़ा कर लें, या मन्त्र बोलकर पब्लिक से हड़प लेंगे, ऐसा कुछ नहीं है",,,sadhu 1
"00:22:35,444","00:22:41,390",A sadhu only wants to remain engrossed in his sadhana and that is the religion of a sadhu and that is his karma.,साधू सिर्फ अपनी साधना में लीं रहना चाहता है और साधू का वही धर्म है वही उसका कर्म है,,,sadhu 1
"00:22:42,260","00:22:44,760",And to believe what is the place of a saint.,और मानने को तो जो साधू का स्थान है,,,sadhu 1
"00:22:45,727","00:22:46,767",that is,वो एक,,,sadhu 1
"00:22:48,912","00:23:00,895","Like we have temples, we have places of Lord Shankar, Mother Parvati, whatever our Gods and Goddesses, our ancestors, they have their places, the saints like to stay there only.","जैसे की हमारे मंदिर हैं, हमारे शंकर भगवान् के स्थान हैं, पार्वती माता हैं, जो भी हमारे देवी-देवता हैं, हमारे पितृ हैं, उनके स्थान हैं, वो वही पर ही रहना पसंद करता है",,,sadhu 1
"00:23:02,388","00:23:10,888",So that is also why the present day human being is also a little distanced from the saints.,तो इसलिए भी जो आजकल का मनुष्य है वो भी साधुओं से थोडा सा दूर हटके ही है,,,sadhu 1
"00:23:11,334","00:23:18,821",Interviewer: Can a normal person give up those things which he does not want?,interviewer: क्या नार्मल इंसान त्याग कर सकता है उन चीज़ों का जो उसे नहीं चाहिए ?,,,sadhu 1
"00:23:19,488","00:23:28,628",How to be saved from the attachments that exists?  How can one set out on the true path?,जो मोह माया है उससे कैसे बचा जाए ? एक सच्ची राह पर कैसे निकल सकता है कोई ?,,,sadhu 1
"00:23:28,736","00:23:37,582","baba: See, following the true path is not such a difficult task.",baba: देखिए सच्ची राह पर चलना ऐसा कोई कठिन कार्य नहीं है,,,sadhu 1
"00:23:39,592","00:23:43,426",Now it's as if you just start considering  from your home.,अब जैसे कि आप अपने घर से ही लगा कर चल पड़िए,,,sadhu 1
"00:23:45,161","00:23:54,061","If we are fearless of anything, we can do anything and overcome anything","अगर हम किसी भी चीज़ से निडर हैं, तो हम कोई भी काम कर सकते हैं, उसपर विजय पा सकते हैं",,,sadhu 1
"00:23:57,312","00:23:58,072",So,तो,,,sadhu 1
"00:24:00,488","00:24:01,475",like what is,जैसे क्या है,,,sadhu 1
"00:24:03,021","00:24:13,135","Man is not able to complete that task with his emotions, his actions, his religion.","इंसान अपनी भावनाओं से, अपने कर्म से, अपने धर्म से, उस कार्य को पूरा नहीं कर पाता है",,,sadhu 1
"00:24:16,227","00:24:35,580","Interviewer: Like Baba, we saw that here in Banaras there is no concept of life and death, here even death is celebrated with great enthusiasm, people are living life, so should we be afraid of death or should we live life with full enjoyment.  And because death is also a decision of God","interviewer: जैसे बाबा हमने देखा कि यहाँ बनारस में जिंदगी मौत का कोई concept नहीं है यहाँ मौत भी बहुत जश्न से मनाई जाती है, जिंदगी तो लोग जी ही रहे हैं तो क्या हमें मौत का डर होना चाहिए या हमें जिंदगी जीनी चाहिए पूरे मज़े से और क्योंकि मौत भी भगवान् का ही एक फैसला है",,,sadhu 1
"00:24:36,072","00:24:43,325","baba: See, life is too long to accept, it is too big.","baba: देखिए जिंदगी मानने को तो बहुत लम्बी है, बहुत बड़ी है",,,sadhu 1
"00:24:46,249","00:24:47,229",But,लेकिन,,,sadhu 1
"00:24:49,076","00:24:53,282",We consider a sleeping person to be dead.,सोए हुए इंसान को हम तो मानते हैं कि वो मरा ही हुआ है,,,sadhu 1
"00:24:55,114","00:24:58,967",We believe that a sleeping person is already dead.,सोया हुआ इंसान हम तो मानते हैं कि वो मरा ही हुआ है,,,sadhu 1
"00:24:59,584","00:25:01,051",Let me tell you why,ऐसा क्यों वो हम आपको बताते हैं,,,sadhu 1
"00:25:01,886","00:25:12,519","Look, as long as a person gets up, sits, eats, does his work during the day, his life is going on.","देखिए जब तक इंसान दिन में उठता है, बैठता है, भोजन करता है, अपना कार्य करता है, तो उसकी ज़िन्दगी चल रही है",,,sadhu 1
"00:25:13,560","00:25:14,660",he is successful,वो सफल है,,,sadhu 1
"00:25:15,285","00:25:27,268","And just as a man sleeps at night after eating, drinking and doing his work, he is dead because there is no trust for a second, not even for a moment.","और रात को जैसे आदमी खा-पी कर, अपने कार्य करके सोता है, वो मरा हुआ इसलिए है क्योंकि उसका एक सेकंड का भरोसा नहीं है, एक पल का भी भरोसा नहीं है",,,sadhu 1
"00:25:28,123","00:25:29,850",At what time does heart failure can occur?,किस टाइम हार्ट फ़ैल हो जाए,,,sadhu 1
"00:25:30,277","00:25:31,010",do you agree,मानते हैं,,,sadhu 1
"00:25:31,903","00:25:35,417",that's a happy death,वो है एक सुख की मौत,,,sadhu 1
"00:25:36,070","00:25:48,039",The person who takes care of someone's expenses or has medical problems gets sidelined.,"जो आदमी किसी का खर्चा, या जो मेडिकल प्रॉब्लम हैं उनको साइड में हो जाती हैं",,,sadhu 1
"00:25:49,533","00:25:51,706",like untimely death,एक जैसे कि अकाल मृत्यु,,,sadhu 1
"00:25:52,599","00:26:01,037","Like dying due to illness, dying due to an accident, dying after being hit by a train, that is an untimely death.","जैसे बीमार होकर मरना, एक्सीडेंट होकर मरना, ट्रेन के नीचे आकर- कटकर मरना, वो एक अकाल मृत्यु है",,,sadhu 1
"00:26:01,938","00:26:06,498","If we do good deeds in our life, we will do righteous deeds of God.","हमारे जीवन में अगर हम अच्छा कर्म करेंगे, भगवान् का धर्म कर्म करेंगे",,,sadhu 1
"00:26:07,283","00:26:16,855","So this life is very beautiful and this is a very long path to God, which man cannot achieve.","तो ये जो जीवन है बहुत ही सुन्दर है और ये बहुत ही लंबा मार्ग है भगवान् का, जो कि मनुष्य प्राप्त नहीं कर पाता",,,sadhu 1
"00:26:20,610","00:26:26,617",Interviewer: Do you ever remember old things and feel like going back?,"interviewer: कभी वापस पुरानी चीज़ें याद आ जाती है, तो वापस जाने का मन करता है?",,,sadhu 1
"00:26:26,917","00:26:36,179","baba: No, sometimes we sit alone, then meditate...","baba: नहीं, कभी तनहा बैठते हैं हम, तो एक ध्यान...",,,sadhu 1
"00:26:36,729","00:26:42,822",someone came in background so interviewer asked him to move out of the frame and asked baba to start again,someone came in background so interviewer asked him to move out of the frame and asked baba to start again,,,sadhu 1
"00:26:43,312","00:26:46,112","Interviewer: Sometimes I feel like going
back to my life, meaning all this.","interviewer: कभी मन करता है वापस अपनी ज़िन्दगी में लौट जाए, मतलब ऐसा सब",,,sadhu 1
"00:26:46,172","00:26:56,212","baba: See, when we are lonely, for some time
we think, what we were and what we did.","baba: देखिए जब हम तनहा होते हैं तो कुछ समय के लिए हम सोचते हैं, हम क्या थे और हमने क्या किया",,,sadhu 1
"00:26:56,361","00:26:58,974",And what are we doing now and what have we become,और अब हम क्या कर रहे हैं और क्या हो गए हैं,,,sadhu 1
"00:26:59,965","00:27:10,692","See, for some time a saint also feels and he just feels but is unable to reach there.",कुछ समय के लिए देखिए साधू भी फील करता है और बस वो फील ही करता है लेकिन वहां तक पहुँच नहीं पाता है,,,sadhu 1
"00:27:11,303","00:27:16,482","He comes back to his path, comes back to his karma and dharma, comes back to his place.","वो वापस अपने इसी मार्ग पर आ जाता है, अपने कर्म और धर्म पर आ जाता है, अपने स्थान पर आ जाता है",,,sadhu 1
"00:27:19,613","00:27:26,165","We can only feel them a little bit, nothing more can be done.","बस इतना ही थोडा बहुत  महसूस कर पाते हैं उनको, बस इससे ज्यादा कुछ नहीं हो पाता है",,,sadhu 1
"00:27:26,705","00:27:27,885",Interviewer: Do you want to get something?,interviewer: कुछ पाना चाहते हैं आप ?,,,sadhu 1
"00:27:28,752","00:27:38,678","baba: Look, there is a lot to gain and we have lost a lot of ours.","baba: देखिए, पाने को तो बहुत कुछ पाना है और खो तो बहुत कुछ चुके हैं हम अपना",,,sadhu 1
"00:27:40,190","00:27:43,090",So we have lived this entire life in the name of God only.,तो ये सारा जीवन जो है भगवान् के नाम ही कर रखा है हमने,,,sadhu 1
"00:27:44,867","00:27:53,107","So what are we getting?  We are getting only the praise of God, we are getting only His hymns and Kirtans.","तो हम क्या पा रहे हैं? सिर्फ भगवान् का गुणगान ही पा रहे है, उनका भजन कीर्तन ही पा रहे हैं",,,sadhu 1
"00:27:54,024","00:28:02,102","And we pray to God that O God, please keep everyone good in our Hindu religion.",और हम तो भगवान् से प्रार्थना करते हैं कि हे भगवान् हमारे हिन्दू धर्म में सबको अच्छा ही रखिए,,,sadhu 1
"00:28:02,127","00:28:11,173",There should not be any kind of disturbance in our Hindu religion.,हमारे हिन्दू धर्म में किसी भी तरह का विघ्न न हो,,,sadhu 1
"00:28:11,866","00:28:15,399",And our Hindu religion continues to progress like this.,और हमारा हिन्दू धर्म ऐसे ही आगे तरक्की करता रहे,,,sadhu 1
"00:28:15,645","00:28:19,705",Interviewer: Will ask you one last question,interviewer: एक आखिरी सवाल करेंगे आपसे,,,sadhu 1
"00:28:19,845","00:28:20,372",baba: yes,baba: जी,,,sadhu 1
"00:28:20,665","00:28:38,921","Interviewer: Would like to ask one last question, do you want to convey any message to the youth of the country today or tell them how to follow the true path, or want to give some advice about religion?","interviewer: एक आखिरी सवाल करेंगे कि आज जो युवा है देश का जिसे आपको कोई सन्देश पहुंचाना हो या बताना हो कि सच्ची राह पर कैसे चला जाए, या धर्म के बारे में कुछ एडवाइस देना चाहते हैं ?",,,sadhu 1
"00:28:39,458","00:28:47,193","baba: Look, karma is human's, according to us karma is the first thing.","baba: देखिए, कर्म तो इंसान का, हमारे हिसाब से सबसे पहले कर्म ही है",,,sadhu 1
"00:28:48,301","00:28:54,010",If a person does not work then how will he progress?,अगर इंसान कर्म नहीं करेगा तो फिर वो आगे कैसे बढेगा,,,sadhu 1
"00:28:54,684","00:28:57,337",We don't believe this is how life works,हम नहीं मानते कि जीवन ऐसे चलता है,,,sadhu 1
"00:28:57,740","00:29:00,340",there is no life without karma,बिना कर्म कोई जीवन नहीं है,,,sadhu 1
"00:29:01,194","00:29:05,996",If we do good deeds then God gives us real results.,अगर हम कर्म करेंगे तो भगवान् हमें साक्षात् फल देते हैं,,,sadhu 1
"00:29:06,930","00:29:07,810",do you agree,मानते हैं आप,,,sadhu 1
"00:29:10,087","00:29:19,439","So we see, whenever someone comes to us, be it someone younger, someone older, someone a sister, someone a mother, someone a father, we just tell them that look.","तो हम तो देखिए हमारे पास तो कोई आता है चाहे वह कोई छोटा है, कोई बड़ा है, कोई बहन है, कोई माता है, कोई पिता है, तो हम तो उनको यही कहते हैं कि देखिए",,,sadhu 1
"00:29:21,173","00:29:29,172","Stay home, stay healthy, take care of your parents and move on with your life","घर पर रहिए, स्वस्थ रहिए, अपने माता-पिता का ध्यान रखिए और अपने जीवन में आगे बढिए",,,sadhu 1
"00:29:30,079","00:29:38,727","Whatever you want to achieve in your life, you will achieve it and your life will always be good.",जो आप अपने जीवन में प्राप्त करना चाहते हैं वो आप प्राप्त करेंगे और आपका जीवन सदा ही अच्छा ही रहेगा,,,sadhu 1
"00:29:39,318","00:29:47,889","So we tell everyone to praise God, do their work as per rules and always be happy in life.","तो हम तो सबको यही कहते हैं कि भगवान् का गुणगान करिए, नियम कर्म से अपना काम करिए और सदा जिंदगी में खुश रहिए",,,sadhu 1
"00:29:50,433","00:29:59,660",Interviewer: Is there anything in you that you regret?  It means that you have done some wrong thing and such a feeling is coming inside you which bothers you?,interviewer: कोई ऐसी चीज़ है आपके अन्दर जिसका आपको रिग्रेट हो? मतलब कोई गलत काम आपसे हो गया हो और ऐसी भावना आपके अन्दर आ रही हो जो आपको परेशान करती हो ?,,,sadhu 1
"00:30:00,659","00:30:08,162","baba: No see, till date we have not felt anything like this inside us or inside our mind or inside our body.","baba: नहीं देखिए आज तक तो हमारे अन्दर या मन के अन्दर, शरीर के अंदर ऐसा कुछ आभास नहीं हुआ है",,,sadhu 1
"00:30:08,648","00:30:12,561",If there is anything inside then only God's name is there.,अगर वास हुआ है तो सिर्फ भगवान् का नाम हुआ है,,,sadhu 1
"00:30:12,628","00:30:14,154",Interviewer: Don't you ever feel like getting married?,interviewer: शादी करने का कभी मन नहीं करता ?,,,sadhu 1
"00:30:14,878","00:30:23,178","Baba: Look, there was time for us to get married, but we never thought of getting married.","baba: देखिए, शादी करने का समय था हमारा, लेकिन हमने कभी शादी के लिए सोचा नहीं",,,sadhu 1
"00:30:23,985","00:30:31,968","I don't know why that thought has not come to our mind since childhood that why are we a little different from the world, why are our thoughts different.","वो ख्याल पता नहीं बचपन से ही हमारे मन में क्यूँ नहीं आए कि ये दुनिया से थोड़े से हटके क्यूँ हैं हम, हमारे विचार क्यूँ हैं अलग",,,sadhu 1
"00:30:32,488","00:30:33,335",a little,थोडा सा,,,sadhu 1
"00:30:35,550","00:30:45,800","People had created problems with us that because of this you have become a saint, your friends have separated from you.","लोगों ने थोड़ी, हमारे साथ प्रॉब्लम क्रिएट की थी कि इसी बात को लेकर आप साधू बन गए हैं, आपके फ्रेंड आपसे बिछड़ गए हैं",,,sadhu 1
"00:30:46,540","00:30:54,519","Look, no one walks with anyone, there comes a time when even your own shadow leaves you.","देखिए कोई किसी के साथ नहीं चलता, एक समय ऐसा आता है कि आपकी खुद की परछाई भी आपका साथ छोड़ देती है",,,sadhu 1
"00:30:55,052","00:30:55,892",do you agree,आप मानते हैं,,,sadhu 1
"00:30:56,519","00:31:01,586","So parents, brothers and sisters, you know that everything is an attachment","तो माता-पिता, भाई-बहन तो आपको पता ही है कि सब मोह माया है",,,sadhu 1
"00:31:02,426","00:31:03,053",do you agree,आप मानते हैं,,,sadhu 1
"00:31:04,316","00:31:04,736",so,so,,,sadhu 1
"00:31:07,036","00:31:14,603","Till date, if I have felt anything like this, I have only felt meditation on God's name and we praise Him only.",आजतक ऐसा कुछ महसूस हुआ है तो सिर्फ भगवान् का नाम ध्यान ही महसूस हुआ है और उनका ही गुणगान हम करते हैं,,,sadhu 1
"00:31:15,306","00:31:16,753",and take care of them only,और उनका ही ध्यान करते हैं,,,sadhu 1
