,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
726,00:19:44:21,00:19:47:20,"is what, as I told you,","es la que como te digo,",,,ana,Ana weaving
727,00:19:47:21,00:19:49:06,it's what,es la que,,,ana,Ana weaving
728,00:19:53:07,00:19:56:07,"because sometimes we make backpacks, right,","porque a veces hacemos mochila, verdad,",,,ana,Ana weaving
729,00:19:56:08,00:20:00:10,"We take around 20, 25 of them to the town","Como 20, 25 lo llevamos al pueblo",,,ana,Ana weaving
730,00:20:01:16,00:20:03:25,and we sell them,y lo vendemos,,,ana,Ana weaving
731,00:20:04:11,00:20:06:14,and buy more thread and,y compramos más hilo y,,,ana,Ana weaving
732,00:20:07:02,00:20:09:27,We also buy things for consumption.,compramos también lo que es para consumir.,,,ana,Ana weaving
733,00:20:09:28,00:20:13:28,"That's why it's very important,
because we depend on that,","Por eso es que muy importante,
porque de eso es que dependemos,",,,ana,Ana weaving
734,00:20:14:16,00:20:17:00,since there is no work here.,ya que aquí no hay trabajo.,,,ana,Ana weaving
735,00:20:17:01,00:20:24:09,"That's why we depend on the trade
of backpacks, hammocks, and all handicrafts.","Por eso es que nosotros dependemos del comercio
de la mochila, el chinchorro y todo lo artesano.",,,ana,Ana weaving
736,00:20:25:14,00:20:27:06,"That's why it's very important,","Por eso es que es muy importante,",,,ana,Ana weaving
737,00:20:27:07,00:20:30:06,that's why men also start to,por eso es que los hombres también se ponen a,,,ana,Ana weaving
738,00:20:32:06,00:20:33:21,make backpacks.,hacer las mochilas.,,,ana,Ana weaving
739,00:20:35:23,00:20:39:13,Do you feel connected to your roots,¿Y sientes como conectando a tus raíces,,,ana,Ana weaving
740,00:20:39:14,00:20:45:00,"when you do this? Do you feel
connected to your roots while weaving?","cuando haces eso?,¿sientes
como conectando a tus raíces tejiendo?",,,ana,Ana weaving
741,00:20:45:11,00:20:49:16,"Yes, yes, we are happy,","Sí, sí estamos contento,",,,ana,Ana weaving
742,00:20:50:00,00:20:53:03,"and beyond, outside of","y más allá, fuera de,",,,ana,Ana weaving
743,00:20:54:12,00:20:57:02,"Colombia, they recognize us more because of this","de Colombia, nos reconocen más por esto",,,ana,Ana weaving
744,00:20:57:18,00:20:59:25,and that's why we are very proud to be Wayuu,y por eso es que estamos muy contentos de ser wayuu,,,ana,Ana weaving
745,00:21:00:22,00:21:03:00,and we will never stop weaving.,y nunca dejaremos de tejer.,,,ana,Ana weaving
746,00:21:03:16,00:21:06:25,We will always weave for the new generation.,Siempre vamos a tejer hasta la nueva generación.,,,ana,Ana weaving
747,00:21:07:28,00:21:09:09,"Always,","Siempre,",,,ana,Ana weaving
748,00:21:10:09,00:21:12:16,our tradition will always continue.,siempre va a seguir nuestra costumbre.,,,ana,Ana weaving
749,00:21:13:04,00:21:14:06,And that's it.,Y eso.,,,ana,Ana weaving
750,00:21:14:07,00:21:17:06,Are these backpacks famous throughout Colombia?,¿Y esas mochilas son famosos por Colombia?,,,ana,Ana weaving
751,00:21:17:19,00:21:21:21,"Yes, outside of Colombia, they are known all over the world.","Si, fuera de Colombia se lo conoce en todo el mundo.",,,ana,Ana weaving
752,00:21:22:16,00:21:26:09,"And is this the emblematic one of the Wayuu, this one?","¿y son, ese es el emblemático del Wayuu, este?",,,ana,Ana weaving
753,00:21:27:19,00:21:29:26,"Well, yes, this one represents the Wayuu,","Pues sí, esta es la que representa al wayuu,",,,ana,Ana weaving
754,00:21:31:17,00:21:33:15,what the weaving is.,lo que es el tejido.,,,ana,Ana weaving
755,00:21:35:19,00:21:38:10,"Yes, I've seen it all over the world.",Si lo he visto por todo el mundo,,,ana,Ana weaving
756,00:21:38:18,00:21:42:26,"Also, all over Colombia.",también pues por todo Colombia.,,,ana,Ana weaving
757,00:22:47:24,00:22:51:23,"Also, another question. Can you explain to me what ""Xxx"" is?","También
otra pregunta ¿qué es, me puedes explicar que es la",,,ana,Ana weaving
758,00:22:52:27,00:22:55:11,Xxx?,Xxx?,,,ana,Ana weaving
759,00:22:55:12,00:22:56:06,"Earth,",Tierra,,,ana,Ana weaving
760,00:22:56:07,00:22:59:16,"Sand, ""Xxx.""","Arena, xxx",,,ana,Ana weaving
761,00:22:59:17,00:23:01:20,"It's earth, ""Xxx"": land.","es tierra, xxx: tierra",,,ana,Ana weaving
762,00:23:02:23,00:23:06:02,And what does it mean to you?,¿y qué significado tiene para ti,,,ana,Ana weaving
763,00:23:07:05,00:23:08:04,"""Threads for Xxx.""",Hilos por xxx,,,ana,Ana weaving
764,00:23:08:05,00:23:12:02,"It's thread for our land,",Es hilo por nuestra tierra,,,ana,Ana weaving
765,00:23:12:03,00:23:14:20,and our land is,y nuestra tierra es,,,ana,Ana weaving
766,00:23:14:21,00:23:15:16,what is here.,"lo que es aquí,",,,ana,Ana weaving
767,00:23:15:16,00:23:18:14,"That's why, because of our land,
we are working.","Por eso es que, por nuestra tierra
es que estamos trabajando.",,,ana,Ana weaving
768,00:23:19:19,00:23:21:19,That means for our land.,Eso quiere decir por nuestra tierra.,,,ana,Ana weaving
769,00:23:21:20,00:23:24:26,"For our land,
this project was born.","por nuestra tierra
es que nació este proyecto.",,,ana,Ana weaving
770,00:23:26:15,00:23:29:13,"For how to take better care of it,",por cómo cuidarlo mejor,,,ana,Ana weaving
771,00:23:30:04,00:23:33:12,"for the environment,","A el medioambiente,",,,ana,Ana weaving
772,00:23:33:13,00:23:35:28,taking care of our surroundings.,cuidar nuestro entorno.,,,ana,Ana weaving
773,00:23:39:20,00:23:41:01,And that's it.,Y eso.,,,ana,Ana weaving
774,00:23:41:04,00:23:42:12,Nothing more.,Nada más.,,,ana,Ana weaving
775,00:24:05:27,00:24:08:13,"Is it related, like all of this art,","¿Está relacionado, como todo eso del arte",,,ana,Ana weaving
776,00:24:08:14,00:24:11:26,"and craftsmanship,",y la artesanía,,,ana,Ana weaving
777,00:24:11:27,00:24:14:13,and the threads for xxx?,y los hilos por xxx?,,,ana,Ana weaving
778,00:24:15:02,00:24:16:03,Threads,Hilos,,,ana,Ana weaving
779,00:24:17:05,00:24:19:15,"For xxx,","Por xxx,",,,ana,Ana weaving
780,00:24:19:16,00:24:22:23,it's the thread related to craftsmanship.,es el hilo que tiene que ver con la artesanía,,,ana,Ana weaving
781,00:24:23:20,00:24:25:16,And that's why,Y por eso es que,,,ana,Ana weaving
782,00:24:25:28,00:24:27:13,"the weaving,","el tejido,",,,ana,Ana weaving
783,00:24:28:07,00:24:30:27,"and that's why, as the thread forms.","y por eso es que como dice el hilo forma,",,,ana,Ana weaving
784,00:24:31:26,00:24:34:20,"And it has to do with craftsmanship,",Y hay que ver que tiene que ver con la artesanía,,,ana,Ana weaving
785,00:24:36:07,00:24:39:06,and that's why everything is very important.,y por eso es que todo es muy importante.,,,ana,Ana weaving
786,00:25:50:23,00:25:54:02,Can you tell me your name and where you're from?,¿me puedes contar pues tu nombre y de dónde eres?,,,ana,Ana weaving
787,00:25:54:18,00:25:55:14,My name.,Mi nombre.,,,ana,Ana weaving
788,00:25:55:15,00:25:59:02,"My name is Ana, they call me Ana,","Mi nombre es Ana, me dicen Ana,",,,ana,Ana weaving
789,00:25:59:05,00:26:03:01,"but my full name is Ana Luisa,
my clan is xxx","pero mi nombre completo es Ana Luisa,
mi clan es el xxx",,,ana,Ana weaving
790,00:26:04:08,00:26:06:17,"and well, I am from here.","y bueno, yo soy de aquí.",,,ana,Ana weaving
791,00:26:08:22,00:26:10:26,"Over there where we were just now, that's my home",allá donde estábamos ahorita esa es mi casa,,,ana,Ana weaving
792,00:26:11:14,00:26:15:10,"in the community xxx
and well, my family lives here.","en la comunera xxx
y bueno aquí vive mi familia.",,,ana,Ana weaving
793,00:26:28:02,00:26:29:25,"Well, how do you identify yourself?",Bueno ¿cómo te identificas?,,,ana,Ana weaving
794,00:26:29:25,00:26:32:12,Or what things do you do?,¿o cuáles cosas haces?,,,ana,Ana weaving
795,00:26:32:29,00:26:36:17,"Wayuu Taype, I am Wayuu","Wayuu Taype, yo soy wayuu",,,ana,Ana weaving
796,00:26:38:23,00:26:40:21,Xxx xxx,Xxx xxx,,,ana,Ana weaving
797,00:26:40:26,00:26:42:15,Xxx xxx,Xxx xxx,,,ana,Ana weaving
798,00:26:44:04,00:26:46:19,Xxx xxx,Xxx xxx,,,ana,Ana weaving
799,00:26:47:15,00:26:49:16,Xxx xxx,Xxx xxx,,,ana,Ana weaving
800,00:26:50:29,00:26:53:24,"Well, I am saying that I am Wayuu.","Bueno, yo ahí estoy diciendo que yo soy wayuu",,,ana,Ana weaving
801,00:26:54:14,00:26:56:26,and I am here in my land.,y estoy aquí en mi tierra,,,ana,Ana weaving
802,00:26:57:14,00:27:00:18,"and I don't let our tradition fade away,","y no dejo que se apague nuestra costumbre,",,,ana,Ana weaving
803,00:27:02:02,00:27:04:18,just as our ancestors left it for us,así como nos dejó nuestros ancestros,,,ana,Ana weaving
804,00:27:04:19,00:27:07:09,and also the new generation.,y también la nueva generación.,,,ana,Ana weaving
805,00:27:07:10,00:27:10:23,And here we are.,Y aquí estamos.,,,ana,Ana weaving
806,00:27:11:23,00:27:14:18,And what do you do?,¿Y a que dedicas?,,,ana,Ana weaving
807,00:27:14:22,00:27:18:00,"I do weaving, and we also make hammocks,","Al tejido y también hacemos chinchorro,",,,ana,Ana weaving
808,00:27:18:29,00:27:22:22,"That's the only thing I do this year, like this year","Eso es lo único que me dedico en este año, como este año",,,ana,Ana weaving
809,00:27:22:23,00:27:27:17,"I'm not studying,
but next year, I will go to school.","Yo no estoy estudiando
sino que el año entrante si voy a estudiar",,,ana,Ana weaving
810,00:27:27:21,00:27:31:13,That's why I dedicate myself only to making backpacks,y por eso que yo me dedico nada más a la mochila,,,ana,Ana weaving
811,00:27:32:25,00:27:35:02,and also helping my brother.,y a ayudar a mi hermano también.,,,ana,Ana weaving
812,00:27:50:27,00:27:53:00,"I also want to ask you, like,",¿también quiero preguntarte como cuál,,,ana,Ana weaving
813,00:27:53:01,00:27:56:26,"what is your connection
with the natural world, with nature,","es tu conexión
con el mundo natural, con la naturaleza,",,,ana,Ana weaving
814,00:27:56:27,00:27:59:25,"personally how do you connect with that,","tu personalmente como conectas con eso,",,,ana,Ana weaving
815,00:27:59:26,00:28:02:08,how do you relate to the natural world?,como relacionas con el mundo natural?,,,ana,Ana weaving
816,00:28:03:20,00:28:04:28,The natural world,El mundo natural,,,ana,Ana weaving
817,00:28:04:29,00:28:08:00,To nature.,A la naturaleza,,,ana,Ana weaving
818,00:28:09:02,00:28:10:06,"Well,","Bueno,",,,ana,Ana weaving
819,00:28:11:12,00:28:14:10,I like the sounds of the little birds,me gustan los sonidos de los pajaritos,,,ana,Ana weaving
820,00:28:15:13,00:28:19:12,"and listening to them every morning and also in the evening,",y escucharlos cada mañana y también en el atardecer,,,ana,Ana weaving
821,00:28:20:22,00:28:23:09,because they sing twice,porque ellos cantan dos veces,,,ana,Ana weaving
822,00:28:24:18,00:28:27:23,in the morning when they wake up,"en la mañana y también el atardecer, en la mañana
porque ya se despertaron",,,ana,Ana weaving
823,00:28:27:27,00:28:30:27,and in the night when they go to sleep.,y en la noche porque ya van a dormir.,,,ana,Ana weaving
824,00:28:30:28,00:28:34:21,"And well, I like that","Y bueno, me gusta eso",,,ana,Ana weaving
825,00:28:35:02,00:28:37:21,"and also,","y también,",,,ana,Ana weaving
826,00:28:40:20,00:28:41:01,how,¿como,,,ana,Ana weaving
827,00:28:41:01,00:28:46:09,do I connect?,me conecto?,,,ana,Ana weaving
828,00:28:54:01,00:28:59:22,"And as I tell you, that's it.",Y como les digo que ya eso.,,,ana,Ana weaving
829,00:29:09:29,00:29:11:12,"Alright, that.","Está bien, eso.",,,ana,Ana weaving
830,00:29:11:14,00:29:13:24,That's what I can say.,Ya eso es lo que puedo decir.,,,ana,Ana weaving
831,00:29:14:22,00:29:18:04,"Well, in everything you do,
I suppose you connect a bit","Bueno en cada cosa que haces,
supongo que te conectas un poco",,,ana,Ana weaving
832,00:29:18:05,00:29:21:28,with nature.,con la naturaleza.,,,ana,Ana weaving
833,00:29:21:29,00:29:22:25,Yes.,Sí,,,ana,Ana weaving
834,00:29:24:05,00:29:26:12,"In the weaving too, grinding the","En los tejidos, también moliendo el",,,ana,Ana weaving
835,00:29:27:11,00:29:28:22,Corn.,El maíz.,,,ana,Ana weaving
836,00:29:29:15,00:29:34:03,"Well, yes.",Pues sí.,,,ana,Ana weaving
837,00:29:47:18,00:29:50:18,"If there's anything else you'd like to share,","Si hay algo más que quieres compartir,",,,ana,Ana weaving
838,00:29:50:23,00:29:53:08,any message you could bring to the world.,cualquier mensaje que podrías llevar al mundo.,,,ana,Ana weaving
839,00:29:55:22,00:29:59:02,"Well, we all here wish that","Bueno, deseamos todos aquí que",,,ana,Ana weaving
840,00:30:00:10,00:30:03:09,you support us with this project and,nos apoyen con este proyecto y,,,ana,Ana weaving
841,00:30:04:18,00:30:06:26,I wish that this project,deseo que este proyecto,,,ana,Ana weaving
842,00:30:08:12,00:30:11:04,can be more recognized outside Colombia,pueda ser más reconocido fuera de Colombia,,,ana,Ana weaving
843,00:30:12:11,00:30:16:18,"that it grows more,","que crezca más,",,,ana,Ana weaving
844,00:30:16:27,00:30:20:13,that people from outside can come,que puedan venir gente de afuera,,,ana,Ana weaving
845,00:30:21:23,00:30:24:22,to see our project and,a mirar a nuestro proyecto y,,,ana,Ana weaving
846,00:30:26:04,00:30:28:17,that we don't stay behind so they can know us more.,que no nos quedemos atrás para que nos conozcan más.,,,ana,Ana weaving
847,00:30:29:03,00:30:31:27,That's the message.,Es eso el mensaje.,,,ana,Ana weaving
848,00:30:31:28,00:30:33:24,And what would be your,¿y cuál sería como tu,,,ana,Ana weaving
849,00:30:34:09,00:30:38:25,"ultimate goal, your goal for the entire project?","meta óptima, tu meta para todo el proyecto?",,,ana,Ana weaving
850,00:30:39:28,00:30:43:14,"Is that what you just told me, or how?","Eso que me acabas de decir, ¿o cómo?",,,ana,Ana weaving
851,00:30:43:21,00:30:47:03,"Our goal is,","Nuestra meta es,",,,ana,Ana weaving
852,00:30:47:04,00:30:47:24,"as,","como,",,,ana,Ana weaving
853,00:30:50:12,00:30:52:25,"to see this grow,","ver crecer esto,",,,ana,Ana weaving
854,00:30:53:11,00:30:57:01,"and that we can,","y que podamos,",,,ana,Ana weaving
855,00:30:58:24,00:31:01:25,"grow this and thus we can all work,","poder crecer esto y así podemos trabajar todos,",,,ana,Ana weaving
856,00:31:02:18,00:31:07:06,"have resources,","tener recursos,",,,ana,Ana weaving
857,00:31:09:16,00:31:13:12,"because as we are just starting,","porque como apenas estamos comenzando,",,,ana,Ana weaving
858,00:31:14:20,00:31:16:29,"as I say,","cómo les digo,",,,ana,Ana weaving
859,00:31:17:25,00:31:22:02,"due to lack of resources,
many times it's that, many times","por falta de recursos
mucha vez es que, eso muchas veces",,,ana,Ana weaving
860,00:31:23:16,00:31:25:13,"we stay like this,","nos quedamos así,",,,ana,Ana weaving
861,00:31:25:24,00:31:30:00,"but here, here we are, here it is, and here we continue.","pero aquí, aquí estamos, aquí es y aquí seguimos.",,,ana,Ana weaving
862,00:31:39:10,00:31:41:15,What are the,¿Cómo cuáles son los,,,ana,Ana weaving
863,00:31:41:24,00:31:49:06,challenges you face here?,los retos que ustedes enfrentan acá?,,,ana,Ana weaving
864,00:31:49:07,00:31:52:03,The challenges?,¿Los retos?,,,ana,Ana weaving
865,00:31:52:04,00:31:53:19,Issues,Problemas,,,ana,Ana weaving
866,00:31:54:27,00:31:57:18,that arise in our work?,¿Que se presentan en nuestro trabajo?,,,ana,Ana weaving
867,00:31:57:19,00:31:59:18,"Work, yes,","Trabajo, si,",,,ana,Ana weaving
868,00:31:59:27,00:32:02:16,"day to day, as part of our routine,","al día a día, como cotidiana,",,,ana,Ana weaving
869,00:32:03:06,00:32:05:22,"but also in the work, well generally here","pero también en el trabajo, pues por lo general aquí",,,ana,Ana weaving
870,00:32:25:19,00:32:29:27,"Well, the need we face
is the lack of water,","Bueno, la necesidad que afrontamos
es la falta de agua,",,,ana,Ana weaving
871,00:32:35:08,00:32:36:29,"Because, I mean,","Porque, o sea,",,,ana,Ana weaving
872,00:32:37:00,00:32:39:00,"where my house is, in the community,","en donde es mi casa, en la comunidad,",,,ana,Ana weaving
873,00:32:40:01,00:32:42:15,we don't have water nearby,no tenemos un agua cerca,,,ana,Ana weaving
874,00:32:42:25,00:32:45:16,"to say, only the xxx","que digamos, solamente el xxx",,,ana,Ana weaving
875,00:32:46:17,00:32:51:07,because the water we drink is from another community that is our family's,porque el agua que tomamos es de otra comunidad que es nuestra familia,,,ana,Ana weaving
876,00:32:52:14,00:32:56:05,"but it's from another community
and that's what we face daily,","pero es de otra comunidad
y eso es lo que enfrentamos a diario,",,,ana,Ana weaving
877,00:32:57:25,00:33:02:08,"lack of water, and","falta de agua, ¿y",,,ana,Ana weaving
878,00:33:05:15,00:33:08:08,what else?,qué más?,,,ana,Ana weaving
879,00:33:08:09,00:33:11:29,"As for grazing,",Lo que tiene que ver con el pastoreo,,,ana,Ana weaving
880,00:33:12:09,00:33:14:07,"Like what,","¿cómo cual,",,,ana,Ana weaving
881,00:33:14:08,00:33:25:03,what things or what things?,cuales cosas o que cosas?,,,ana,Ana weaving
882,00:33:25:04,00:33:27:16,"As I was saying, the water",Como le decía el agua,,,ana,Ana weaving
883,00:02:25:08,00:02:28:10,"Can you explain to me, who are you and what do you do?","Me puede explicar, ¿quién es usted y qué hace?",,,healing woman,Healing Woman
884,00:02:28:11,00:02:32:01,And what ritual are we going to do? anas alika,Y ¿cuál ritual vamos a hacer? Anas aliika,,,healing woman,Healing Woman
885,00:02:32:25,00:02:34:14,Good afternoon.,Muy buenas tardes.,,,healing woman,Healing Woman
886,00:02:34:15,00:02:35:26,my name is,mi nombre es,,,healing woman,Healing Woman
887,00:02:35:27,00:02:38:12,"Teolinda, Wayuu Epiayu","Teolinda, wayuu Epiayu",,,healing woman,Healing Woman
888,00:02:39:01,00:02:43:02,My name is Teolinda from the clan of Epinayu,Mi nombre es Teolinda del clan de Epinayu,,,healing woman,Healing Woman
889,00:02:43:03,00:02:48:05,"I am from the walapuinje ranch which means “dreams and interpretations”,","Soy de la ranchería walapuinje que significa sueños e interpretaciones,",,,healing woman,Healing Woman
890,00:02:48:06,00:02:50:06,dreams.,sueños.,,,healing woman,Healing Woman
891,00:02:50:07,00:02:53:09,Today I am going to tell you about traditional medicine,Hoy en día les voy a comentar sobre la medicina tradicional,,,healing woman,Healing Woman
892,00:02:53:19,00:02:56:06,that I inherited from my grandmother.,que he heredado de mi abuela.,,,healing woman,Healing Woman
893,00:02:57:19,00:02:59:15,As we know,Cómo podemos saber,,,healing woman,Healing Woman
894,00:02:59:16,00:03:04:09,"here it is very difficult for one to run towards
a doctor or a health center,","acá es muy difícil para uno correr hacia
un médico o a un centro de salud,",,,healing woman,Healing Woman
895,00:03:04:29,00:03:09:28,"so as we are growing up, our grandmothers taught us to purify","entonces en la etapa de desarrollo, nuestras abuelas nos enseñaron a purificar",,,healing woman,Healing Woman
896,00:03:10:03,00:03:12:20,"and they taught us about traditional medicine,","y nos enseñaron sobre la medicina tradicional,",,,healing woman,Healing Woman
897,00:03:13:00,00:03:16:06,how we could cure one of our children.,cómo podemos curar un hijo de nosotros.,,,healing woman,Healing Woman
898,00:03:17:00,00:03:20:11,"For example, when the child has diarrhea, we can give him","Por ejemplo, cuando el niño tiene diarrea, podemos dar lo que es",,,healing woman,Healing Woman
899,00:03:21:26,00:03:22:22,jawapi a medicinal plant,jawapi una planta medicinal,,,healing woman,Healing Woman
900,00:03:22:22,00:03:27:18,"the jawapi, which is a medicinal plant, helps a lot","la jawapi, que es una planta medicinal ayuda mucho",,,healing woman,Healing Woman
901,00:03:27:21,00:03:33:04,to clean the child's organism and that diarrhea can stop and can also,para limpiar el organismo del niño y que esa diarrea pueda detenerse y ayuda,,,healing woman,Healing Woman
902,00:03:33:05,00:03:38:28,"help to clean as if it were a chamomile, but it is a jawapia, made with medicinal plants","también a limpiar como si fuera una manzanilla, pero es una jawapia, hecho con plantas medicinales",,,healing woman,Healing Woman
903,00:03:39:24,00:03:44:09,and also when the child has a fever or diarrhea or vomiting,y también para cuando el niño tiene fiebre o diarrea o vómito,,,healing woman,Healing Woman
904,00:03:44:17,00:03:49:02,"We also have this medicine here, we make it,","también tenemos la medicina que es esta, la hacemos,",,,healing woman,Healing Woman
905,00:03:49:03,00:03:52:16,we take and start right here with the stone,cogemos y empezamos acá mismo con la piedra,,,healing woman,Healing Woman
906,00:03:55:13,00:03:56:07,and we put it,y la echamos,,,healing woman,Healing Woman
907,00:03:56:07,00:03:59:08,in this totumito (container) and we give the baby a drink.,en este totumo y le damos de beber al bebé.,,,healing woman,Healing Woman
908,00:03:59:25,00:04:02:03,It also helps scare away bad energy.,Ayuda también a espantar malas energías.,,,healing woman,Healing Woman
909,00:04:03:29,00:04:05:03,What plant is it?,¿Cuál planta es?,,,healing woman,Healing Woman
910,00:04:05:04,00:04:07:09,This is called kalenasee,Esto se llama kalenasee,,,healing woman,Healing Woman
911,00:04:08:06,00:04:10:19,"Kalenasee is a plant that, just by its","kalenasee, es una planta que ya ella",,,healing woman,Healing Woman
912,00:04:10:20,00:04:12:20,"smell, scares away spirits.",por el olor espanta ánimas.,,,healing woman,Healing Woman
913,00:04:43:21,00:04:46:12,Well now in this moment,"Bueno, ahora en este momento",,,healing woman,Healing Woman
914,00:04:46:13,00:04:48:27,"here is my niece,","aquí está la sobrina,",,,healing woman,Healing Woman
915,00:04:49:27,00:04:51:17,She is sick,esta enfermita,,,healing woman,Healing Woman
916,00:04:51:18,00:04:55:16,and I am going to give her medicine that through dreams,y yo le voy a dar medicina que por medio de sueños,,,healing woman,Healing Woman
917,00:04:55:17,00:04:59:05,Grandma interpreted. She showed me one of the plants,interpretó la abuela: me mostró una de las plantas,,,healing woman,Healing Woman
918,00:05:00:06,00:05:04:20,"Which one is the medicine that I am going to give her,
because she had an accident","cuál es la medicina que le voy a dar,
porque ella tuvo un accidente",,,healing woman,Healing Woman
919,00:05:05:06,00:05:10:15,"and the accident had her here in the collarbone
and I have to take the medicine","y el accidente lo tuvo acá en la clavícula
y yo tengo que coger la medicina",,,healing woman,Healing Woman
920,00:05:10:26,00:05:15:13,"that is called a'tachon,
a´tachon is a medicinal plant medicine,","que se llama a´tachon,
a´tachon es una medicina planta medicinal,",,,healing woman,Healing Woman
921,00:05:15:22,00:05:21:17,"it also helps a lot to clean the blood
and for the person who also suffers from a fracture","también ayuda mucho limpiar la sangre
y para la persona que también sufre de una fractura",,,healing woman,Healing Woman
922,00:05:22:01,00:05:25:03,or a very serious injury.,o una herida muy grave.,,,healing woman,Healing Woman
923,00:05:25:22,00:05:29:12,"One takes this, attaches it and begins to scratch it","Uno coge esto, la a´tachon y empieza a rayarlo",,,healing woman,Healing Woman
924,00:05:30:13,00:05:32:05,with a stone now,con una piedra y a,,,healing woman,Healing Woman
925,00:05:32:13,00:05:33:28,soak it,remojarla,,,healing woman,Healing Woman
926,00:05:42:18,00:05:46:03,here with the water,aquí con la agüita.,,,healing woman,Healing Woman
927,00:07:37:08,00:07:43:08,"Now it looks as if it was water, all fresh,
So I'm going to give her a drink","queda como si fuera el agua, toda fresca,
entonces yo le voy a dar de beber a ella",,,healing woman,Healing Woman
928,00:07:43:19,00:07:46:01,for that fracture to heal,para que esa fractura vaya sanando,,,healing woman,Healing Woman
929,00:07:48:27,00:07:51:21,"do I drink it all? yes my lady, drink it all because it will cure you",¿me lo tomo todo? si hija tómatelo todo porque te va a curar,,,healing woman,Healing Woman
930,00:07:54:09,00:07:56:27,The other goes here,"El otro va acá,",,,healing woman,Healing Woman
931,00:07:56:28,00:08:00:24,"I'm going to cure her with a little
what was left to where","voy a curarla con el poquito
que quedó hacia donde",,,healing woman,Healing Woman
932,00:08:02:01,00:08:18:08,has been fractured.,se haya fracturado.,,,healing woman,Healing Woman
933,00:08:18:09,00:08:20:12,and that,y esto,,,healing woman,Healing Woman
934,00:08:20:19,00:08:23:03,is the bija blanca,es la bija blanca,,,healing woman,Healing Woman
935,00:08:23:04,00:08:25:05,this is a very important plant,esta es una planta muy importante,,,healing woman,Healing Woman
936,00:08:25:24,00:08:29:09,"And
to bathe our boys, or girl.","y también
para hacer baño a nuestros niños, o la niña.",,,healing woman,Healing Woman
937,00:08:29:10,00:08:30:07,"The moment that,","El momento que,",,,healing woman,Healing Woman
938,00:08:31:06,00:08:33:10,When a girl has fever,el momento que la niña tiene fiebre,,,healing woman,Healing Woman
939,00:08:33:24,00:08:38:02,"and when you can't sleep at night
as one says,","y el momento que no puede dormir en la noche
como uno dice,",,,healing woman,Healing Woman
940,00:08:38:05,00:08:41:17,"""She is restless"", is when the girl, the baby or the girl","“esta inquieta”, es cuando la niña, la bebé o la niña",,,healing woman,Healing Woman
941,00:08:41:29,00:08:45:23,"does not sleep well, sleep is
like drowsiness.","no duerme bien, el sueño es
como si fuera una somnolencia.",,,healing woman,Healing Woman
942,00:08:45:24,00:08:49:09,"Then looking at her, we take the bija,","Entonces al mirarla a ella, cogemos la bija,",,,healing woman,Healing Woman
943,00:08:49:24,00:08:54:11,"we start cooking it
we are not going to do that anymore, but we are going to cook it","empezamos a cocinarla,
ya no vamos a hacer si no empezamos a cocinarla",,,healing woman,Healing Woman
944,00:08:54:27,00:08:59:13,"or it can also be by pieces
we already have it here.","o también puede ser por pedacitos
que ya la tenemos acá.",,,healing woman,Healing Woman
945,00:08:59:14,00:09:02:12,It can also be accompanied by chirrinchi (alcoholic drink).,También puede ser acompañado de chirrinchi (bebida alcohólica).,,,healing woman,Healing Woman
946,00:09:26:16,00:09:29:12,"you'll be fine, it won't hurt anymore","vas a estar bien, no te va a doler más",,,healing woman,Healing Woman
947,00:09:29:27,00:09:33:08,this disease is leaving you,esta enfermedad se te va,,,healing woman,Healing Woman
948,00:10:15:21,00:10:17:09,you will be fine,vas a estar bien,,,healing woman,Healing Woman
949,00:10:17:09,00:10:44:16,You won't get sick anymore and it won't hurt anymore my girl,no te vas a enfermar más y no te va a doler más mi niña,,,healing woman,Healing Woman
950,00:10:46:02,00:10:48:08,"that's when the girl, like I was","es ahí cuando la niña, cómo les estaba",,,healing woman,Healing Woman
951,00:10:48:09,00:10:51:12,"saying at first that she feels bad,","diciendo al principio que ella se siente mal,",,,healing woman,Healing Woman
952,00:10:51:21,00:10:55:17,"with flu, wanting to vomit, nauseated.","con gripa, con ganas de vomitar, con náusea.",,,healing woman,Healing Woman
953,00:10:56:03,00:11:00:04,"One cures it with the malua, which is one of the best-known plants.",Uno lo cura con la bija blanca que es una de las plantas más conocidas,,,healing woman,Healing Woman
954,00:11:00:14,00:11:04:02,"and to scare what she has,
if she is, well","y para espantar lo que tiene ella,
si ella tiene, así",,,healing woman,Healing Woman
955,00:11:04:15,00:11:07:14,"Feeling like apathetic, that she feels","cómo sin ánimo, que ella siente",,,healing woman,Healing Woman
956,00:11:07:15,00:11:10:06,"that her body is not hers, that she is gone,","que su cuerpo no es de ella, que está ida,",,,healing woman,Healing Woman
957,00:11:10:17,00:11:15:05,"then through dreams
we dream and see which plant we can cure it with.","entonces por medio de sueños
uno sueña y mira con qué planta la podemos curar.",,,healing woman,Healing Woman
958,00:11:15:15,00:11:18:21,They show themselves to us by dream interpretations.,Nos lo muestran por interpretaciones de sueños.,,,healing woman,Healing Woman
959,00:11:18:22,00:11:23:21,"There I saw that in the dream they said that she
they had to scare her away what she has","Ahí vi que en el sueño dijeron que ella
tenían que espantarle lo que ella tiene",,,healing woman,Healing Woman
960,00:11:24:07,00:11:27:01,and try to do a purification,y tratar de hacerle una purificación,,,healing woman,Healing Woman
